input,output,metadata
"ei,j = (total filai)(total columnaj)
total general
male female total
fiction 250 (90) 200 (360) 450
no-fiction 50 (210) 1000 (840) 1050
total 300 1200 1500
se calculax 2:
x 2 =
(oij −e ij)2
total = 507,937
se obtienex 2
a,d f, usandoa= 0,05y grados de libertad
= (r−1)(c−1) = (2−1)(2−1) = 1de la tabla de distribucion
chi cuadrada, obteniendox 2
0,95,1 ≈3,841
comparamos:
calculado ≤x 2
a,d f
507,937≤3,841
no se cumple la desigualdad, se rechazah 0 (independencia)
conclusion: existe asociacion entre genero y tipo de libro.
b. pearson correlation coefficient
mide la fuerza y direcci ón de la relaci ón lineal entre dos
variables.
sus valores est án en el rango [-1, 1]. si las variables est án
altamente relacionadas, el valor se aproxima a los extremos",,"{""semana"": 7, ""fecha"": ""2026-04-07"", ""nombre_archivo"": ""7_SEMANA_AI_20260407_1.pdf"", ""autor"": ""Jose Maria Vindas Ortiz"", ""tema_principal"": ""I. INTRODUCCI ´ON"", ""secciones"": ""I. INTRODUCCI ´ON, II. PROBLEMAS, C. Inconsistencia, III. SOLUCI ´ON, IV. DATACLEANING"", ""chunk_numero"": 14, ""total_chunks"": 21}"
"variables.
sus valores est án en el rango [-1, 1]. si las variables est án
altamente relacionadas, el valor se aproxima a los extremos
(-1 o 1); mientras que, si no presentan relaci ón, el valor se
acerca a 0.
esta técnica es sensible a outliers, requiere una distribuci ón
aproximadamente normal de valores continuos y solo es ade-
cuada para relaciones lineales.
fig. 4. pearson correlation coefficient
c. spearman rank correlation
mide la fuerza y direcci ón de la asociaci ón mon ótona entre
dos variables, bas ándose en los rangos de los datos.
permite detectar relaciones mon ótonas que no necesaria-
mente son lineales.
es menos sensible a outliers, no requiere que los datos sean
continuos y funciona tanto para relaciones lineales como no",,"{""semana"": 7, ""fecha"": ""2026-04-07"", ""nombre_archivo"": ""7_SEMANA_AI_20260407_1.pdf"", ""autor"": ""Jose Maria Vindas Ortiz"", ""tema_principal"": ""I. INTRODUCCI ´ON"", ""secciones"": ""I. INTRODUCCI ´ON, II. PROBLEMAS, C. Inconsistencia, III. SOLUCI ´ON, IV. DATACLEANING"", ""chunk_numero"": 15, ""total_chunks"": 21}"
"mente son lineales.
es menos sensible a outliers, no requiere que los datos sean
continuos y funciona tanto para relaciones lineales como no
lineales. por esta raz ón, en muchos casos se prefiere sobre el
coeficiente de pearson.
[pagina 4]
fig. 5. spearman rank correlation
vi. datareduction
consiste en reducir el volumen de datos mientras se
conserva la informaci ón esencial para el an álisis, mediante
selección de atributos, reducci ón de dimensionalidad o dis-
cretización.
esto se realiza debido a:
•mayor eficiencia computacional.
•reducci ón de costos de almacenamiento.
•simplificaci ón de los modelos y mejora en su inter-
pretabilidad.
una t écnica importante es dimensionality reduction, que
consiste en reducir el n úmero de atributos manteniendo la",,"{""semana"": 7, ""fecha"": ""2026-04-07"", ""nombre_archivo"": ""7_SEMANA_AI_20260407_1.pdf"", ""autor"": ""Jose Maria Vindas Ortiz"", ""tema_principal"": ""I. INTRODUCCI ´ON"", ""secciones"": ""I. INTRODUCCI ´ON, II. PROBLEMAS, C. Inconsistencia, III. SOLUCI ´ON, IV. DATACLEANING"", ""chunk_numero"": 16, ""total_chunks"": 21}"
"pretabilidad.
una t écnica importante es dimensionality reduction, que
consiste en reducir el n úmero de atributos manteniendo la
mayor cantidad de informaci ón posible. algunos ejemplos son
pca y autoencoders.
•pca (principal component analysis): t écnica de re-
ducción que transforma m últiples variables correla-
cionadas en un menor n úmero de variables no cor-
relacionadas (componentes principales), conservando la
mayor parte de la variabilidad.
fig. 6. tecnica pca, copia de dibujo profesor
•autoencoders: tecnica de reduccion que transforma datos
a un vector con solo informacion contextual, usado por
ejemplo, en chatgpt.
fig. 7. tecnica autoencoders
vii. datatransformation
consiste en convertir los datos a un formato m ás adecuado
para el an álisis. algunos ejemplos son:",,"{""semana"": 7, ""fecha"": ""2026-04-07"", ""nombre_archivo"": ""7_SEMANA_AI_20260407_1.pdf"", ""autor"": ""Jose Maria Vindas Ortiz"", ""tema_principal"": ""I. INTRODUCCI ´ON"", ""secciones"": ""I. INTRODUCCI ´ON, II. PROBLEMAS, C. Inconsistencia, III. SOLUCI ´ON, IV. DATACLEANING"", ""chunk_numero"": 17, ""total_chunks"": 21}"
"vii. datatransformation
consiste en convertir los datos a un formato m ás adecuado
para el an álisis. algunos ejemplos son:
•normalizaci ón y estandarizaci ón.
•agregaci ón de atributos.
•generaci ón de nuevas variables.
•transformaciones matem áticas (logar ´ıtmica, ra ´ız
cuadrada, entre otras).
viii. datadiscretization
consiste en reducir el n úmero de valores posibles de un
atributo continuo, dividi éndolo en intervalos o categor ´ıas.
algunos ejemplos son:
•binning (uniforme o basado en frecuencia).
•jerarqu ´ıas de conceptos (edad→joven, adulto, mayor).
ix. problem ´atica: datos sin normalizar
como se explic ó al principio, los atributos pueden estar
en escalas muy diferentes; por ejemplo, salarios en miles
o millones y cantidad de carros en unidades o, con suerte,
decenas.",,"{""semana"": 7, ""fecha"": ""2026-04-07"", ""nombre_archivo"": ""7_SEMANA_AI_20260407_1.pdf"", ""autor"": ""Jose Maria Vindas Ortiz"", ""tema_principal"": ""I. INTRODUCCI ´ON"", ""secciones"": ""I. INTRODUCCI ´ON, II. PROBLEMAS, C. Inconsistencia, III. SOLUCI ´ON, IV. DATACLEANING"", ""chunk_numero"": 18, ""total_chunks"": 21}"
"en escalas muy diferentes; por ejemplo, salarios en miles
o millones y cantidad de carros en unidades o, con suerte,
decenas.
esto provoca que:
•los algoritmos basados en distancia (knn, k-means) se
vean dominados por la variable con mayor escala.
•en m étodos de descenso de gradiente, los pasos de
actualización sean desbalanceados y la convergencia se
ralentice.
por lo tanto, es necesario escalar los atributos para ponerlos
en igualdad de condiciones.
para ello, existen principalmente los siguientes m étodos de
data transformation:
a. normalizacion
•min-max normalization: se reescala a un rango de [0,1]
o [-1,1], donde el nuevo valor se obtiene de la siguiente
formula, dondex ′ es el nuevo valor yxel antiguo valor.
x′ = x−x min
xmax −x min",,"{""semana"": 7, ""fecha"": ""2026-04-07"", ""nombre_archivo"": ""7_SEMANA_AI_20260407_1.pdf"", ""autor"": ""Jose Maria Vindas Ortiz"", ""tema_principal"": ""I. INTRODUCCI ´ON"", ""secciones"": ""I. INTRODUCCI ´ON, II. PROBLEMAS, C. Inconsistencia, III. SOLUCI ´ON, IV. DATACLEANING"", ""chunk_numero"": 19, ""total_chunks"": 21}"
"o [-1,1], donde el nuevo valor se obtiene de la siguiente
formula, dondex ′ es el nuevo valor yxel antiguo valor.
x′ = x−x min
xmax −x min
•z-score (estandarizacion): transforma a media 0 y
desviacion estandar 1, con la siguiente formula.
z= x−µ
fig. 8. comparacion de datos, tecnicas de normalizacion
•como se observa en la figura 8, se mantiene la distribucion,
solo afecta la escala.
además, existe el siguiente m étodo importante dentro de data
discretization:
[pagina 5]
b. binning
consiste en dividir un atributo continuo en intervalos (bins)
y asignar cada valor a uno de ellos.
esto permite reducir el n úmero de valores distintos y
simplificar la representaci ón de los datos.
los m étodos principales son:
•equal-width binning: cada intervalo tiene el mismo
tamaño.",,"{""semana"": 7, ""fecha"": ""2026-04-07"", ""nombre_archivo"": ""7_SEMANA_AI_20260407_1.pdf"", ""autor"": ""Jose Maria Vindas Ortiz"", ""tema_principal"": ""I. INTRODUCCI ´ON"", ""secciones"": ""I. INTRODUCCI ´ON, II. PROBLEMAS, C. Inconsistencia, III. SOLUCI ´ON, IV. DATACLEANING"", ""chunk_numero"": 20, ""total_chunks"": 21}"
"simplificar la representaci ón de los datos.
los m étodos principales son:
•equal-width binning: cada intervalo tiene el mismo
tamaño.
•equal-frequency binning: cada intervalo contiene aprox-
imadamente la misma cantidad de registros.",,"{""semana"": 7, ""fecha"": ""2026-04-07"", ""nombre_archivo"": ""7_SEMANA_AI_20260407_1.pdf"", ""autor"": ""Jose Maria Vindas Ortiz"", ""tema_principal"": ""I. INTRODUCCI ´ON"", ""secciones"": ""I. INTRODUCCI ´ON, II. PROBLEMAS, C. Inconsistencia, III. SOLUCI ´ON, IV. DATACLEANING"", ""chunk_numero"": 21, ""total_chunks"": 21}"
"[pagina 1]
apuntes semana 7
apuntes 07/abr/2026
1st fernando s ánchez hidalgo - 2022218688
tecnológico de costa rica
[ic-6200] inteligencia artificial
abstract—this document provides a comprehensive overview
of data preprocessing techniques and foundational machine learn-
ing concepts discussed during the seventh week of the ic-6200
artificial intelligence course. it details methods for addressing
data quality issues such as incompleteness, inaccuracy, and incon-
sistency through cleaning processes like tuple ignoring, manual
entry, and various imputation strategies including mean, median,
and mode replacement. the text explores data integration and
correlation analysis using the chi-square (χ 2) hypothesis test for
nominal data, as well as pearson and spearman rank correlation",,"{""semana"": 7, ""fecha"": ""2026-04-07"", ""nombre_archivo"": ""7_SEMANA_AI_20260407_2.pdf"", ""autor"": ""Fernando Sánchez Hidalgo"", ""tema_principal"": ""I. ANUNCIOS GENERALES"", ""secciones"": ""I. ANUNCIOS GENERALES, II. QUIZ3, III. PREPROCESAMIENTO DE DATOS, IV. PASOS PARA EL PREPROCESAMIENTO DE DATOS, C. Data reduction"", ""chunk_numero"": 1, ""total_chunks"": 11}"
"correlation analysis using the chi-square (χ 2) hypothesis test for
nominal data, as well as pearson and spearman rank correlation
coefficients for measuring feature relationships. furthermore, it
covers essential data transformation techniques like min-max
normalization and z-score standardization, alongside discretiza-
tion methods and k-fold cross-validation. finally, the document
reviews performance metrics—specifically accuracy, precision,
recall, and f1-score—and provides a mathematical derivation
of log-likelihood for model optimization.
i. anuncios generales
•las clases de la semana 9 ser án asincr ónicas (21 y 23 de
abril)
•se agregaron dos lecturas nuevas, sus contenidos pueden
aparecer en futuros quizzes
–artificial neural networks
–neural networks and deep learning
ii. quiz3",,"{""semana"": 7, ""fecha"": ""2026-04-07"", ""nombre_archivo"": ""7_SEMANA_AI_20260407_2.pdf"", ""autor"": ""Fernando Sánchez Hidalgo"", ""tema_principal"": ""I. ANUNCIOS GENERALES"", ""secciones"": ""I. ANUNCIOS GENERALES, II. QUIZ3, III. PREPROCESAMIENTO DE DATOS, IV. PASOS PARA EL PREPROCESAMIENTO DE DATOS, C. Data reduction"", ""chunk_numero"": 2, ""total_chunks"": 11}"
"aparecer en futuros quizzes
–artificial neural networks
–neural networks and deep learning
ii. quiz3
a. enunciado del quiz
1) describa 2 t écnicas de cada una para evitar un alto sesgo
y una alta varianza (20pts)
2) describa k-fold cross validation (20pts)
3) describa las f órmulas para calcular accuracy, recall,
precision y f1-score (30pts) (puntos extra)
4) dada la funci ón de likelihood, desarrolle la log-
likelihood en 3 pasos (30pts)
fw,b(xi)yi (1−f w,b(xi))(1−yi), i= 1...n
b. respuestas del quiz
1)•sesgo
–utilizar un modelo m ás complejo
–agregar dimensionalidad al dataset
•varianza
–simplificar el modelo
–eliminar outliers
2) se separa el dataset total en k secciones de igual tama ño,
donde se utilizak−1secciones para entrenamiento y",,"{""semana"": 7, ""fecha"": ""2026-04-07"", ""nombre_archivo"": ""7_SEMANA_AI_20260407_2.pdf"", ""autor"": ""Fernando Sánchez Hidalgo"", ""tema_principal"": ""I. ANUNCIOS GENERALES"", ""secciones"": ""I. ANUNCIOS GENERALES, II. QUIZ3, III. PREPROCESAMIENTO DE DATOS, IV. PASOS PARA EL PREPROCESAMIENTO DE DATOS, C. Data reduction"", ""chunk_numero"": 3, ""total_chunks"": 11}"
"–eliminar outliers
2) se separa el dataset total en k secciones de igual tama ño,
donde se utilizak−1secciones para entrenamiento y
la última secci ón para validaci ón, repitiendo el proceso
hasta que todas las secciones se han utilizado para
validación una vez.
accuracy= t p+t n
t p+t n+f p+f n
p recision= t p
t p+f p
recall= t p
t p+f n
f1−score= 2·precision·recall
precision+recall
donde:
tp = positivos reales
tn = negativos reales
fp = positivos falsos
fn = negativos falsos
ln (l) =
ln (f(xi)yi ·(1−f(x i))(1−yi))
ln (l) =
ln (f(xi))yi + ln (1−f(xi))(1−yi)
ln (l) =
yi ·ln (f(xi)) + (1−yi)·ln (1−f(x i))
iii. preprocesamiento de datos
al utilizar datos reales se pueden encontrar una infinita
cantidad de problemas, los cuales dificultan el entrenamiento",,"{""semana"": 7, ""fecha"": ""2026-04-07"", ""nombre_archivo"": ""7_SEMANA_AI_20260407_2.pdf"", ""autor"": ""Fernando Sánchez Hidalgo"", ""tema_principal"": ""I. ANUNCIOS GENERALES"", ""secciones"": ""I. ANUNCIOS GENERALES, II. QUIZ3, III. PREPROCESAMIENTO DE DATOS, IV. PASOS PARA EL PREPROCESAMIENTO DE DATOS, C. Data reduction"", ""chunk_numero"": 4, ""total_chunks"": 11}"
"al utilizar datos reales se pueden encontrar una infinita
cantidad de problemas, los cuales dificultan el entrenamiento
adecuado de un modelo, algunos problemas que podemos
encontrar son:
•incompletitud: datos faltantes
•inexactitud: errors o outliers
•inconsistencia: discrepancia en categor ´ıas
estos problemas pueden ser causa de:
•instrumentos defectuosos
•errores humanos o de computadora
•valores falsos en datos obligatorios (datos faltantes dis-
frazados)
•respecto a valores incompletos
–no siempre est án disponibles
–no se consideran importantes en selecci ón
[pagina 2]
–datos relevantes no se registran (malentendidos o
fallos)
–valores clave faltantes puede necesitar ser inferidos
•respecto a inconsistencias de datos
–convenciones diferentes",,"{""semana"": 7, ""fecha"": ""2026-04-07"", ""nombre_archivo"": ""7_SEMANA_AI_20260407_2.pdf"", ""autor"": ""Fernando Sánchez Hidalgo"", ""tema_principal"": ""I. ANUNCIOS GENERALES"", ""secciones"": ""I. ANUNCIOS GENERALES, II. QUIZ3, III. PREPROCESAMIENTO DE DATOS, IV. PASOS PARA EL PREPROCESAMIENTO DE DATOS, C. Data reduction"", ""chunk_numero"": 5, ""total_chunks"": 11}"
"fallos)
–valores clave faltantes puede necesitar ser inferidos
•respecto a inconsistencias de datos
–convenciones diferentes
–problemas de integraci ón entre diferentes fuentes de
datos
iv. pasos para el preprocesamiento de datos
a. data cleaning
la limpieza de datos trata de ajustar la informaci ón para
maximizar la eficiencia del modelo a entrenar. algunas de las
técnicas a aplicar son:
•ignorar tuplas (se pierde informaci ón)
•completar celdas manualmente
•asignar un valor constante global (desconocido,−∞)
•rellenar con la media, mediana o moda (todo el dataset
o por clases)
•entrenar otro modelo para aproximar valores
•ajustar datos para suavizar el ruido
•filtrado de datos (ejemplo de media movil para series
temporales)
binning: agrupar datos por intervalos para suavizar el ruido,",,"{""semana"": 7, ""fecha"": ""2026-04-07"", ""nombre_archivo"": ""7_SEMANA_AI_20260407_2.pdf"", ""autor"": ""Fernando Sánchez Hidalgo"", ""tema_principal"": ""I. ANUNCIOS GENERALES"", ""secciones"": ""I. ANUNCIOS GENERALES, II. QUIZ3, III. PREPROCESAMIENTO DE DATOS, IV. PASOS PARA EL PREPROCESAMIENTO DE DATOS, C. Data reduction"", ""chunk_numero"": 6, ""total_chunks"": 11}"
"•filtrado de datos (ejemplo de media movil para series
temporales)
binning: agrupar datos por intervalos para suavizar el ruido,
usualmente se realiza un reemplaso de los valores por:
•media del bin
•mediana del bin
•borde m ás cercano
b. data integration
al unir varias fuentes de datos (bds), es probable que varios
datos se encuentren duplicados. existen múltiples tecnicas para
definir datos duplicados o altamente correlacionados.
pruebas de hipotesisχ 2: calcula si 2 datos son indepen-
dientes, utilizados en datos nominales.
se aceptah 0 cuando:χ 2
calculado ≤χ 2
α,d f
(oij −e ij)2
donde:
oij: frecuencia observada en (i,j)
eij: frecuencia esperada en (i,j)
df:f ilas−1·columnas−1r: n úmero de filas
c: n úmero de columnas
interpretación:
•feature vs label",,"{""semana"": 7, ""fecha"": ""2026-04-07"", ""nombre_archivo"": ""7_SEMANA_AI_20260407_2.pdf"", ""autor"": ""Fernando Sánchez Hidalgo"", ""tema_principal"": ""I. ANUNCIOS GENERALES"", ""secciones"": ""I. ANUNCIOS GENERALES, II. QUIZ3, III. PREPROCESAMIENTO DE DATOS, IV. PASOS PARA EL PREPROCESAMIENTO DE DATOS, C. Data reduction"", ""chunk_numero"": 7, ""total_chunks"": 11}"
"eij: frecuencia esperada en (i,j)
df:f ilas−1·columnas−1r: n úmero de filas
c: n úmero de columnas
interpretación:
•feature vs label
–aceptarh 0 (son independientes): el feature aporta
información útil.
–rechazarh 0 (no hay asociaci ón): el feature no
aporta informaci ón útil.
•feature vs feature
–aceptarh 0 (son independientes): los features
tienen muy poca correlaci ón.
–rechazarh 0 (son dependientes): los features tienen
alta correlaci ón (redundantes).
ejemplo:
male female total
fiction 250 200 450
non-fiction 50 1000 1050
total 300 1200 1500
eij = (t otal f ila i)·(t otal f ila j)
t otal general (2)
cálculo de valores esperados:
male female total
fiction 250 (90) 200 (360) 450
non-fiction 50 (210) 1000 (840) 1050
total 300 1200 1500
•m ale f iction=(250−90)2
90 = 284.444",,"{""semana"": 7, ""fecha"": ""2026-04-07"", ""nombre_archivo"": ""7_SEMANA_AI_20260407_2.pdf"", ""autor"": ""Fernando Sánchez Hidalgo"", ""tema_principal"": ""I. ANUNCIOS GENERALES"", ""secciones"": ""I. ANUNCIOS GENERALES, II. QUIZ3, III. PREPROCESAMIENTO DE DATOS, IV. PASOS PARA EL PREPROCESAMIENTO DE DATOS, C. Data reduction"", ""chunk_numero"": 8, ""total_chunks"": 11}"
"male female total
fiction 250 (90) 200 (360) 450
non-fiction 50 (210) 1000 (840) 1050
total 300 1200 1500
•m ale f iction=(250−90)2
90 = 284.444
•m ale nonf iction=(50−210)2
210 = 121.905
•f emale f iction=(200−360)2
360 = 71.111
•f emale nonf iction=(1000−840)2
840 = 30.476
calculado = 284.444 + 121.905 + 71.111 + 30.476 = 507.936
d f= 2−1·2−1 = 1
α=0.05,d f=1= 3.841
507.936>3.841
rechazamosh 0: existe una asociaci ón entre genero y tipo de
libro
correlación de pearson: define fuerza y direcci ón de una
relación final.
•requiere que los datos sigan una distribuci ón normal
•sensible a outliers
fig. 1. ejemplos de correlaci ón de pearson
fuente: geeksforgeeks
spearman rank correlation: mide correlaci ón similar a
la correlaci ón de pearson, pero no requiere los datos normal-",,"{""semana"": 7, ""fecha"": ""2026-04-07"", ""nombre_archivo"": ""7_SEMANA_AI_20260407_2.pdf"", ""autor"": ""Fernando Sánchez Hidalgo"", ""tema_principal"": ""I. ANUNCIOS GENERALES"", ""secciones"": ""I. ANUNCIOS GENERALES, II. QUIZ3, III. PREPROCESAMIENTO DE DATOS, IV. PASOS PARA EL PREPROCESAMIENTO DE DATOS, C. Data reduction"", ""chunk_numero"": 9, ""total_chunks"": 11}"
"fuente: geeksforgeeks
spearman rank correlation: mide correlaci ón similar a
la correlaci ón de pearson, pero no requiere los datos normal-
izados. fuente: laerd statistics
fig. 2. ejemplos de correlaci ón de spearman
[pagina 3]
c. data reduction
reducción de la cantidad de tuplas o features que contiene
para simplificar y/o mejorar eficiencia del modelo.
•dimensionality reduction: reducir el n úmero de features
sin perder informaci ón esencial. (pca o autoencoders)
d. data transformation
existen casos donde los features se encuentran en diferentes
escalas (unidades, centenas, millones de centenas, etc.), cau-
sando que cada algunos feature afecten m ás al modelo que
otros. una soluci ón a esto es normalizar los datos para que
contengan la misma informaci ón, pero a una sola escala.",,"{""semana"": 7, ""fecha"": ""2026-04-07"", ""nombre_archivo"": ""7_SEMANA_AI_20260407_2.pdf"", ""autor"": ""Fernando Sánchez Hidalgo"", ""tema_principal"": ""I. ANUNCIOS GENERALES"", ""secciones"": ""I. ANUNCIOS GENERALES, II. QUIZ3, III. PREPROCESAMIENTO DE DATOS, IV. PASOS PARA EL PREPROCESAMIENTO DE DATOS, C. Data reduction"", ""chunk_numero"": 10, ""total_chunks"": 11}"
"otros. una soluci ón a esto es normalizar los datos para que
contengan la misma informaci ón, pero a una sola escala.
•min-max normalization: reescala los datos a un rango
[0,1] o [-1,1]
x′ = x−x min
xmax −x min
•z-score (standarization): escala los datos alrededor de
una media (µ) = 0 y desviaci ón est ándar (σ) = 1
z= x−µ
e. data discretization
la discretizaci ón se basa en transformar datos continuos
(espacio de n úmeros reales) a datos discretos (espacio de
números naturales)
•redondear
•truncar decimales
•binning
–equal-width binning: todos los bins son de igual
rango, dividiendo el dataset ennsecciones.
–equal-frequency binning: cada bin contiene aproxi-
madamente la misma cantidad de datos.",,"{""semana"": 7, ""fecha"": ""2026-04-07"", ""nombre_archivo"": ""7_SEMANA_AI_20260407_2.pdf"", ""autor"": ""Fernando Sánchez Hidalgo"", ""tema_principal"": ""I. ANUNCIOS GENERALES"", ""secciones"": ""I. ANUNCIOS GENERALES, II. QUIZ3, III. PREPROCESAMIENTO DE DATOS, IV. PASOS PARA EL PREPROCESAMIENTO DE DATOS, C. Data reduction"", ""chunk_numero"": 11, ""total_chunks"": 11}"
"[pagina 1]
apuntes semana 7 clase 1
curso de inteligencia artificial
nahomi bola ños valverde
escuela de ingenier ´ıa en computaci ón
instituto tecnológico de costa rica
cartago, costa rica
abstract—en el presente documento se presentan los apuntes
correspondientes a la clase del 7 de abril, perteneciente a la
semana 7 del curso de inteligencia artificial, impartido por el
profesor steven pacheco. durante esta sesi ón se realiz ó el quiz
3 y se revisaron sus respuestas. posteriormente, se continu ó con
la materia nueva, dando inicio al estudio del preprocesamiento
de datos, abordando su importancia, los problemas comunes en
los conjuntos de datos reales y las principales t écnicas utilizadas
para su tratamiento antes de aplicar algoritmos de aprendizaje
automático.
i. respuestas delquiz",,"{""semana"": 7, ""fecha"": ""2026-04-07"", ""nombre_archivo"": ""7_SEMANA_AI_20260407_3.pdf"", ""autor"": ""Nahomi Bolaños Valverde"", ""tema_principal"": ""I. RESPUESTAS DELQUIZ"", ""secciones"": ""I. RESPUESTAS DELQUIZ, C. M ´etricas de Evaluaci ´on, D. Desarrollo de la log-verosimilitud, II. MATERIANUEVA: PREPROCESAMIENTO DEDATOS, C. ¿C ´omo se resuelve?"", ""chunk_numero"": 1, ""total_chunks"": 11}"
"para su tratamiento antes de aplicar algoritmos de aprendizaje
automático.
i. respuestas delquiz
a. t écnicas para evitar alto sesgo y alta varianza
en el desarrollo de modelos de aprendizaje autom ático es
fundamental manejar adecuadamente el sesgo y la varianza, ya
que ambos afectan la capacidad de generalizaci ón del modelo.
1) alta varianza:la alta varianza ocurre cuando un modelo
se ajusta demasiado a los datos de entrenamiento, capturando
incluso el ruido presente en ellos.
•reducir la complejidad del modelo.
•reducir la dimensionalidad del conjunto de datos.
2) alto sesgo:el alto sesgo se presenta cuando el mod-
elo es demasiado simple y no logra capturar las relaciones
subyacentes del problema.
•aumentar la complejidad del modelo si este es muy
simple.",,"{""semana"": 7, ""fecha"": ""2026-04-07"", ""nombre_archivo"": ""7_SEMANA_AI_20260407_3.pdf"", ""autor"": ""Nahomi Bolaños Valverde"", ""tema_principal"": ""I. RESPUESTAS DELQUIZ"", ""secciones"": ""I. RESPUESTAS DELQUIZ, C. M ´etricas de Evaluaci ´on, D. Desarrollo de la log-verosimilitud, II. MATERIANUEVA: PREPROCESAMIENTO DEDATOS, C. ¿C ´omo se resuelve?"", ""chunk_numero"": 2, ""total_chunks"": 11}"
"elo es demasiado simple y no logra capturar las relaciones
subyacentes del problema.
•aumentar la complejidad del modelo si este es muy
simple.
•revisar que losfeaturesseleccionados tengan capacidad
de predicci ón.
b. k-fold cross validation (kcv)
el método de validaci ón cruzada k-fold divide el conjunto
de datos enkpartes. en cada iteraci ón, se utilizank−1partes
para el entrenamiento y la parte restante para la validaci ón.
este proceso se repite rotando la partici ón utilizada para
validación, permitiendo obtener una estimaci ón m ás robusta
del desempe ño del modelo.
c. m étricas de evaluaci ón
las m étricas de evaluaci ón permiten medir el desempe ño
de los modelos de clasificaci ón de forma cuantitativa.
1) accuracy:
accuracy= t p+t n
t p+t n+f p+f n
2) recall:
recall= t p
t p+f n",,"{""semana"": 7, ""fecha"": ""2026-04-07"", ""nombre_archivo"": ""7_SEMANA_AI_20260407_3.pdf"", ""autor"": ""Nahomi Bolaños Valverde"", ""tema_principal"": ""I. RESPUESTAS DELQUIZ"", ""secciones"": ""I. RESPUESTAS DELQUIZ, C. M ´etricas de Evaluaci ´on, D. Desarrollo de la log-verosimilitud, II. MATERIANUEVA: PREPROCESAMIENTO DEDATOS, C. ¿C ´omo se resuelve?"", ""chunk_numero"": 3, ""total_chunks"": 11}"
"de los modelos de clasificaci ón de forma cuantitativa.
1) accuracy:
accuracy= t p+t n
t p+t n+f p+f n
2) recall:
recall= t p
t p+f n
3) precision:
precision= t p
t p+f p
4) f1-score:
f1-score= 2·precision·recall
precision+recall
d. desarrollo de la log-verosimilitud
en modelos como la regresi ón log ´ıstica, la funci ón de
verosimilitud se define como:
fw,b(xi)yi (1−f w,b(xi))1−yi
aplicando el logaritmo natural se obtiene:
ln(l) =
fw,b(xi)yi (1−f w,b(xi))1−yi
ln(l) =
[yi ln(fw,b(xi)) + (1−yi) ln(1−fw,b(xi))]
este desarrollo facilita la optimizaci ón de la funci ón de
costo.
e. notas importantes
se indic ó que durante la semana que inicia el lunes 20
no se tendr án clases presenciales y que la modalidad ser á
probablemente asincr ónica.
ii. materianueva: preprocesamiento dedatos",,"{""semana"": 7, ""fecha"": ""2026-04-07"", ""nombre_archivo"": ""7_SEMANA_AI_20260407_3.pdf"", ""autor"": ""Nahomi Bolaños Valverde"", ""tema_principal"": ""I. RESPUESTAS DELQUIZ"", ""secciones"": ""I. RESPUESTAS DELQUIZ, C. M ´etricas de Evaluaci ´on, D. Desarrollo de la log-verosimilitud, II. MATERIANUEVA: PREPROCESAMIENTO DEDATOS, C. ¿C ´omo se resuelve?"", ""chunk_numero"": 4, ""total_chunks"": 11}"
"no se tendr án clases presenciales y que la modalidad ser á
probablemente asincr ónica.
ii. materianueva: preprocesamiento dedatos
a. algoritmo de redes neuronales
las redes neuronales son sensibles a datos que pertenecen
a diferentes escalas. por ejemplo, en un problema de clasi-
ficación que incluye salarios y precios de carros, donde
los valores pueden estar en unidades, miles o millones, el
algoritmo tiende a enfocarse principalmente en la escala m ás
alta. para evitar este problema, se normalizan o estandarizan
los datos antes del entrenamiento.
b. t écnicas de preprocesamiento de datos
la mayor´ıa de los conjuntos de datos reales requieren alg ún
tipo de preprocesamiento antes de aplicar t écnicas de miner ´ıa
de datos o aprendizaje autom ático.
[pagina 2]
1) problemas encontrados:",,"{""semana"": 7, ""fecha"": ""2026-04-07"", ""nombre_archivo"": ""7_SEMANA_AI_20260407_3.pdf"", ""autor"": ""Nahomi Bolaños Valverde"", ""tema_principal"": ""I. RESPUESTAS DELQUIZ"", ""secciones"": ""I. RESPUESTAS DELQUIZ, C. M ´etricas de Evaluaci ´on, D. Desarrollo de la log-verosimilitud, II. MATERIANUEVA: PREPROCESAMIENTO DEDATOS, C. ¿C ´omo se resuelve?"", ""chunk_numero"": 5, ""total_chunks"": 11}"
